Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Mohr_1_1_Ctrl Spectral Count	Mohr_1_2_Ctrl Spectral Count	Mohr_1_3_Ctrl Spectral Count	Mohr_2_1_CBN375 Spectral Count	Mohr_2_2_CBN375 Spectral Count	Mohr_2_3_CBN375 Spectral Count	Mohr_3_1_CBN550 Spectral Count	Mohr_3_2_CBN550 Spectral Count	Mohr_3_3_CBN550 Spectral Count	Mohr_4_1_CBN772 Spectral Count	Mohr_4_2_CBN772 Spectral Count	Mohr_4_3_CBN772 Spectral Count	Mohr_5_1_ASHRAE Spectral Count	Mohr_5_2_ASHRAE Spectral Count	Mohr_5_3_ASHRAE Spectral Count	Mohr_6_1_A2FINE Spectral Count	Mohr_6_2_A2FINE Spectral Count	Mohr_6_3_A2FINE Spectral Count	Mohr_1_1_Ctrl Intensity	Mohr_1_2_Ctrl Intensity	Mohr_1_3_Ctrl Intensity	Mohr_2_1_CBN375 Intensity	Mohr_2_2_CBN375 Intensity	Mohr_2_3_CBN375 Intensity	Mohr_3_1_CBN550 Intensity	Mohr_3_2_CBN550 Intensity	Mohr_3_3_CBN550 Intensity	Mohr_4_1_CBN772 Intensity	Mohr_4_2_CBN772 Intensity	Mohr_4_3_CBN772 Intensity	Mohr_5_1_ASHRAE Intensity	Mohr_5_2_ASHRAE Intensity	Mohr_5_3_ASHRAE Intensity	Mohr_6_1_A2FINE Intensity	Mohr_6_2_A2FINE Intensity	Mohr_6_3_A2FINE Intensity	Indistinguishable Proteins
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 1 	1.0000	0.9990	23	143	141	143	14	7	7	10	11	8	1	1	1	9	11	7	18	12	13	5	4	4	2888489	1523333	1088344	2820751	1881347	1277406	555180	346716	370432	2422613	2692194	1572572	3187810	1979344	2013957	1654791	468806	2167121		
sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein SET 	1.0000	0.9990	7	199	44	199	12	13	12	15	13	11	8	8	6	17	12	11	11	13	11	10	8	8	37940274	13907477	14568956	36412146	23278558	13434746	17900815	11218787	11334874	25566704	26578742	23752526	27756396	24135175	20759758	19013209	14564881	21576546		
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2 	1.0000	0.9990	3	7	7	7	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	573913	     0	     0	     0	     0	     0	377339	     0	157686	     0	194371	     0	     0	     0	     0	123102	     0	     0		
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Fatty acid-binding protein 5 	1.0000	0.9990	6	83	62	83	7	5	6	8	6	7	1	2	0	5	6	6	6	4	7	2	2	3	5597213	2691534	3294588	5306699	5297657	3009373	3280728	3496188	     0	7175275	6290219	4295244	7800398	5211132	4531494	4507626	3626680	5949232		
sp|Q01484|ANK2_HUMAN	Q01484	ANK2_HUMAN	ANK2	3957	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ankyrin-2 	1.0000	0.9990	4	11	11	11	1	0	0	0	0	1	3	3	1	0	0	2	0	0	0	0	0	0	     0	     0	     0	     0	     0	185767	1563030	716342	238459	     0	     0	412316	     0	     0	     0	     0	     0	     0		
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein 1 	1.0000	0.9990	11	115	103	115	5	7	7	6	6	6	4	2	4	8	9	10	8	8	8	4	6	7	2110054	1337269	1817062	4689980	3998332	2129188	3629826	2103443	2476493	5907595	5498338	2478155	6292166	3639699	1867017	3563104	2044545	2268368		
sp|Q01581|HMCS1_HUMAN	Q01581	HMCS1_HUMAN	HMGCS1	520	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA synthase, cytoplasmic 	1.0000	0.9990	3	10	10	10	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	0	0	0	     0	     0	     0	     0	142974	     0	     0	462096	751833	154683	184308	120952	134164	135919	167908	     0	     0	     0		
sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	RNA-binding protein EWS 	1.0000	0.9989	2	16	16	16	2	2	2	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	3610851	1803957	872778	3446305	2901591	1174486	4421406	     0	     0	3248467	4283045	2198504	695478	2467555	2623521	     0	     0	     0		
sp|Q01995|TAGL_HUMAN	Q01995	TAGL_HUMAN	TAGLN	201	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Transgelin 	1.0000	0.9990	14	515	515	515	38	38	43	33	29	30	19	16	20	29	35	30	31	32	37	18	20	17	117291444	93366560	107399120	144007798	101265882	75301774	212742064	96091388	108135400	109249188	96536250	102920152	132449236	80173426	116275948	67514252	51434290	47328736		
sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP4 	1.0000	0.9990	9	83	83	83	5	5	4	5	6	6	2	3	2	4	5	6	9	6	8	2	3	2	2843541	1657671	2018571	3105077	3757779	2289988	940585	1177571	544408	3243982	4117807	3246662	4491309	3042812	3505396	2248897	2426485	2544602		
sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 	1.0000	0.9990	3	13	13	13	0	0	0	1	0	1	2	2	2	0	1	0	0	0	0	2	1	1	     0	     0	     0	211099	     0	369666	1905182	445829	546447	     0	181444	     0	     0	     0	     0	682932	246748	273011		
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Nucleobindin-1 	1.0000	0.9990	25	418	415	418	36	29	30	29	32	26	16	14	12	27	26	20	25	21	25	23	13	14	18525308	12703209	14388788	20622618	15787031	12162440	44374798	16872016	18158284	18685070	17046632	14295736	17563876	12234729	13758429	24570948	14070693	13079416		
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L6 	1.0000	0.9990	2	14	14	14	1	1	0	1	1	1	0	0	0	2	2	2	1	1	1	0	0	0	140824	111203	     0	309975	162378	157378	     0	     0	     0	522244	323000	365664	215960	172410	151229	     0	     0	     0		
sp|Q03154|ACY1_HUMAN	Q03154	ACY1_HUMAN	ACY1	408	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Aminoacylase-1 	1.0000	0.9990	3	8	8	8	0	0	1	1	2	0	0	0	0	1	0	1	1	0	1	0	0	0	     0	     0	1682969	580117	633745	     0	     0	     0	     0	476517	     0	334897	761771	     0	     0	     0	     0	     0		
sp|Q03252|LMNB2_HUMAN	Q03252	LMNB2_HUMAN	LMNB2	620	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Lamin-B2 	1.0000	0.9990	7	24	24	52	1	1	2	1	0	2	1	0	1	1	2	2	1	1	1	2	2	3	1540721	797819	1391568	1597461	     0	699538	814571	     0	1907777	1924011	1466134	1240117	2283729	833983	1253322	2829881	759216	2960225		
sp|Q04637|IF4G1_HUMAN	Q04637	IF4G1_HUMAN	EIF4G1	1599	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 1 	1.0000	0.9990	4	9	9	9	0	0	0	1	1	0	0	1	1	2	1	1	0	0	0	0	1	0	     0	     0	     0	322154	369108	     0	     0	480098	324997	198785	240882	 99139	     0	     0	     0	     0	520788	     0		
sp|Q04760|LGUL_HUMAN	Q04760	LGUL_HUMAN	GLO1	184	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Lactoylglutathione lyase 	1.0000	0.9990	7	66	66	66	2	2	4	7	4	3	2	2	0	10	7	4	4	6	5	2	1	1	837377	811793	2001543	2056151	1931148	1155428	4018516	2446338	     0	3815682	4050968	2237598	1743000	1708598	1745951	3342942	2887211	968886		
sp|Q04917|1433F_HUMAN	Q04917	1433F_HUMAN	YWHAH	246	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	14-3-3 protein eta 	1.0000	0.9990	12	92	92	181	5	5	6	4	6	4	2	1	3	8	8	5	8	7	7	6	3	4	65236120	39386078	48632816	76878025	67881084	45928389	6610417	3406526	6197741	77343506	69227672	56039605	74580510	51015900	53188558	10949401	5808265	9734282		
sp|Q05639|EF1A2_HUMAN	Q05639	EF1A2_HUMAN	EEF1A2	463	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Elongation factor 1-alpha 2 	1.0000	0.9990	11	19	19	133	1	1	2	2	2	1	0	0	0	1	2	3	1	2	1	0	0	0	6288799	4059111	4663810	10255582	9420951	4795456	8133358	4270760	5305120	11930737	13433507	6945447	11906277	7461493	14413419	7887076	7131182	7122737		
sp|Q05682|CALD1_HUMAN	Q05682	CALD1_HUMAN	CALD1	793	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Caldesmon 	1.0000	0.9990	5	51	51	51	4	3	4	2	2	2	3	2	4	4	2	3	1	3	4	2	3	3	3187087	1320113	1679370	3005145	1895712	961864	8159809	3631986	3697819	3030620	944189	1629719	770997	1596011	1621235	3821835	2505118	4181568		
sp|Q05707|COEA1_HUMAN	Q05707	COEA1_HUMAN	COL14A1	1796	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(XIV) chain 	1.0000	0.9990	8	54	54	54	4	3	4	3	6	4	0	0	0	3	4	6	5	5	6	0	1	0	10390371	6741885	1360551	1411993	24133259	6179463	     0	     0	     0	1740030	2091822	27617170	38467842	10183217	11494761	     0	150468	     0		
sp|Q06124|PTN11_HUMAN	Q06124	PTN11_HUMAN	PTPN11	593	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 11 	1.0000	0.9990	7	51	51	51	5	3	3	5	4	3	0	1	0	2	3	3	6	4	4	1	2	2	2650150	700385	828125	1525645	1645372	574032	     0	2355499	     0	1503996	2175800	1043667	1940131	1035229	949725	1353006	1508137	951018		
sp|Q06323|PSME1_HUMAN	Q06323	PSME1_HUMAN	PSME1	249	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Proteasome activator complex subunit 1 	1.0000	0.9990	7	70	70	70	5	4	4	5	6	4	1	1	1	8	6	4	7	5	6	1	1	1	2759925	2054919	1802876	3919809	3423476	2475611	585106	264532	456778	3956121	3940058	3295898	4637449	2960049	3087350	2349758	1456470	1250049		
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Amyloid-like protein 2 	1.0000	0.9990	9	59	59	71	7	6	5	3	4	4	2	1	1	4	2	5	4	3	4	2	1	1	2229519	1275920	1457135	1752510	1458988	2017395	887814	289744	197308	1687973	1163117	927098	1870626	709444	1082017	334984	139172	189280		
sp|Q06828|FMOD_HUMAN	Q06828	FMOD_HUMAN	FMOD	376	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Fibromodulin 	1.0000	0.9990	3	52	52	52	4	3	5	3	3	2	0	2	1	4	4	4	4	4	5	1	2	1	3438503	2363083	3445547	3471332	2765148	1845878	     0	2560777	2398853	3894377	3599509	3596186	4763821	4043580	3995474	567094	2796382	807759		
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Peroxiredoxin-1 	1.0000	0.9990	13	194	127	194	14	11	15	13	13	11	6	5	4	15	14	14	13	13	14	7	6	6	26890145	14999393	16450170	38246333	31435247	18256396	44399995	23434387	26193898	41987985	40230878	27326964	49169642	32462328	31412790	25929300	19196137	21811236		
sp|Q07021|C1QBP_HUMAN	Q07021	C1QBP_HUMAN	C1QBP	282	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Complement component 1 Q subcomponent-binding protein, mitochondrial 	1.0000	0.9990	4	43	43	43	3	4	2	4	3	2	0	0	0	5	3	3	3	2	3	2	3	1	1437540	1271839	728111	1434242	1185768	804298	     0	     0	     0	1930032	1386778	982078	1198480	892745	851851	894205	854372	232919		
sp|Q08174|PCDH1_HUMAN	Q08174	PCDH1_HUMAN	PCDH1	1060	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protocadherin-1 	1.0000	0.9990	4	16	16	16	2	2	1	0	0	0	0	0	0	1	1	1	1	2	2	1	1	1	1101452	758154	592633	     0	     0	     0	     0	     0	     0	366383	646067	553471	843322	778830	686431	557166	529741	720997		
sp|Q08257|QOR_HUMAN	Q08257	QOR_HUMAN	CRYZ	329	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Quinone oxidoreductase 	1.0000	0.9990	3	29	29	29	1	1	1	2	1	2	2	1	1	1	2	1	3	2	2	1	3	2	946160	425890	504796	3290874	1564273	1563870	4684237	2079003	2540232	1388368	2745083	1195088	3112021	1944498	1140386	1062365	2103981	2533886		
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Galectin-3-binding protein 	1.0000	0.9990	18	216	216	216	17	15	13	19	13	17	3	2	2	18	17	16	18	17	19	4	3	3	20665238	9478742	6869827	12773416	7584465	8809407	9895701	4884324	5797092	13957098	11688810	12459633	20599978	14655397	16724332	10307576	6128322	7960190		
sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Histone-binding protein RBBP4 	1.0000	0.9990	2	9	7	9	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	     0	     0	     0	     0	1516752	1164976	385898	275334	284474	264600	     0	179295	     0	146580	     0	     0	     0	     0		
sp|Q09666|AHNK_HUMAN	Q09666	AHNK_HUMAN	AHNAK	5890	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Neuroblast differentiation-associated protein AHNAK 	1.0000	0.9990	29	170	168	170	4	3	4	4	6	5	27	24	26	8	5	6	7	6	5	8	11	11	2735304	1405824	1668680	2851424	3664203	1816894	21532162	9250314	8227873	4209735	2516319	2176508	3480611	2369475	1665487	5843997	4498543	6901558		
sp|Q10471|GALT2_HUMAN	Q10471	GALT2_HUMAN	GALNT2	571	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 2 	1.0000	0.9990	3	19	19	19	0	0	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	     0	     0	136044	178218	236168	172382	228284	124811	252767	198137	261688	255015	268045	164424	406936	188497	162099	236127		
sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1_HUMAN	AP1B1	949	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	AP-1 complex subunit beta-1 	1.0000	0.9989	5	16	16	25	0	0	0	1	2	2	0	0	0	1	2	3	1	2	2	0	0	0	261950	178278	146317	1014593	886942	1122562	     0	     0	     0	582970	658931	1967597	543726	1375988	1122762	     0	     0	     0		
sp|Q12765|SCRN1_HUMAN	Q12765	SCRN1_HUMAN	SCRN1	414	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Secernin-1 	1.0000	0.9990	4	18	18	18	1	2	2	1	1	1	0	0	0	1	1	2	2	2	2	0	0	0	861047	884532	1097896	803685	1025242	469899	     0	     0	     0	916560	973095	819153	2769257	1046740	2240819	     0	     0	     0		
sp|Q12792|TWF1_HUMAN	Q12792	TWF1_HUMAN	TWF1	350	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Twinfilin-1 	1.0000	0.9990	3	15	15	15	1	0	0	2	1	0	0	0	0	0	2	3	1	2	3	0	0	0	     0	     0	     0	546564	187955	     0	     0	     0	     0	     0	251295	483311	255319	463405	925649	     0	     0	     0		
sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 1 	1.0000	0.9990	11	126	126	126	11	8	9	9	7	9	4	5	4	7	7	7	7	9	9	5	4	5	2391793	1307572	1565145	3047955	1834736	1691229	3767281	2247496	1720451	3050184	3352629	1568145	2719716	1623235	1959942	3358400	2285644	2115224		
sp|Q12841|FSTL1_HUMAN	Q12841	FSTL1_HUMAN	FSTL1	308	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Follistatin-related protein 1 	1.0000	0.9990	11	150	150	150	12	8	9	10	10	9	5	5	4	11	8	8	8	9	10	10	7	7	6677794	2863461	3802816	3434810	4494855	3054988	9722727	5366300	5754735	4730843	3880688	3253065	4036430	2228586	3221559	5592714	8673795	8997527		
sp|Q12882|DPYD_HUMAN	Q12882	DPYD_HUMAN	DPYD	1025	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Dihydropyrimidine dehydrogenase [NADP(+)] 	1.0000	0.9990	4	9	9	9	0	0	0	1	1	0	1	1	1	1	2	0	0	1	0	0	0	0	     0	     0	     0	148271	168187	     0	324729	290462	459714	     0	218706	     0	     0	218786	     0	     0	     0	     0		
sp|Q12904|AIMP1_HUMAN	Q12904	AIMP1_HUMAN	AIMP1	312	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	1.0000	0.9990	4	38	38	38	3	3	3	2	2	2	2	2	1	3	2	2	3	2	2	0	1	3	2551613	1514890	1562821	1176776	1331725	734605	2122695	1287589	1112768	3127905	1019872	1066669	2516044	1305455	1512399	     0	     0	1478467		
sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 2 	1.0000	0.9990	5	29	29	29	0	1	1	3	2	1	1	1	1	4	2	2	3	4	3	0	0	0	     0	197014	181893	3837788	733690	350380	1653483	1381379	1050690	2033510	750695	1500954	1322767	1289893	1005048	     0	     0	     0		
sp|Q12906|ILF3_HUMAN	Q12906	ILF3_HUMAN	ILF3	894	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 	1.0000	0.9990	10	70	44	70	2	5	4	5	4	7	3	1	3	7	7	4	3	4	5	4	0	2	1367302	837385	929655	2433843	1198668	824508	5079234	387086	2073186	3332028	2194270	1556422	1511059	933470	2940861	4294414	     0	1305975		
sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36 	1.0000	0.9990	2	14	14	14	1	0	0	2	2	0	0	0	0	1	2	1	1	2	2	0	0	0	224138	     0	     0	506465	490161	     0	     0	     0	     0	187234	544340	184519	217996	194828	426219	     0	     0	     0		
sp|Q12959|DLG1_HUMAN	Q12959	DLG1_HUMAN	DLG1	904	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Disks large homolog 1 	1.0000	0.9990	3	9	1	9	0	1	1	0	0	0	0	1	2	1	0	0	2	0	0	0	0	1	     0	230689	206911	     0	     0	     0	     0	243767	4856348	191638	     0	     0	41610445	     0	     0	     0	     0	400680		
sp|Q13126|MTAP_HUMAN	Q13126	MTAP_HUMAN	MTAP	283	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	S-methyl-5'-thioadenosine phosphorylase 	1.0000	0.9990	5	31	31	31	2	2	3	3	2	2	0	0	0	3	3	2	4	2	3	0	0	0	1860296	1094272	1819476	2561543	1953618	1298055	     0	     0	     0	2575147	2197830	1681994	2435387	1683843	2071899	     0	     0	     0		
sp|Q13148|TADBP_HUMAN	Q13148	TADBP_HUMAN	TARDBP	414	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	TAR DNA-binding protein 43 	1.0000	0.9990	2	16	16	16	1	2	1	1	1	1	0	0	0	3	1	1	1	2	1	0	0	0	204691	156518	116453	165173	158243	107867	     0	     0	     0	209054	180953	130362	195469	186185	133453	     0	     0	     0		
sp|Q13162|PRDX4_HUMAN	Q13162	PRDX4_HUMAN	PRDX4	271	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Peroxiredoxin-4 	1.0000	0.9990	6	105	105	143	10	7	7	8	8	6	0	1	1	6	11	9	5	10	10	2	2	2	15782309	10152716	10677130	17752012	18416187	11953381	30388888	18502071	21400842	25353867	23179250	15852011	29566567	19473295	21490220	16086986	11651350	14164636		
sp|Q13185|CBX3_HUMAN	Q13185	CBX3_HUMAN	CBX3	183	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Chromobox protein homolog 3 	1.0000	0.9990	7	59	54	62	4	2	4	4	2	2	3	5	3	3	4	3	4	4	3	3	3	3	1844747	892199	1654347	5275746	1538992	1527286	4945639	2935787	1843424	1735907	2582010	874656	5042747	3030660	1511068	2885458	1698134	3359069		
sp|Q13228|SBP1_HUMAN	Q13228	SBP1_HUMAN	SELENBP1	472	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Methanethiol oxidase 	1.0000	0.9990	8	57	57	57	2	2	4	4	6	3	1	0	1	5	7	4	7	4	6	1	0	0	632005	610413	919531	2018048	1627522	819408	1200091	     0	556055	1693025	2168864	1152470	1980483	1610114	1422404	647300	     0	     0		
sp|Q13283|G3BP1_HUMAN	Q13283	G3BP1_HUMAN	G3BP1	466	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 1 	1.0000	0.9990	7	59	59	59	5	3	7	4	3	5	1	0	0	3	4	5	6	4	5	2	1	1	1195097	735722	891358	1272968	1030471	889068	793919	     0	     0	830066	1665215	1482467	1616474	752672	1225418	1288074	185088	243254		
sp|Q13308|PTK7_HUMAN	Q13308	PTK7_HUMAN	PTK7	1070	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Inactive tyrosine-protein kinase 7 	1.0000	0.9988	3	7	7	7	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	     0	     0	     0	2929224	     0	     0	     0	     0	     0	     0	4689630	     0	     0	251064	     0	425040	363744	529156		
sp|Q13409|DC1I2_HUMAN	Q13409	DC1I2_HUMAN	DYNC1I2	638	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 intermediate chain 2 	1.0000	0.9990	4	20	20	20	0	1	2	1	1	1	1	3	3	1	2	1	0	0	1	2	0	0	     0	1269109	1481315	2109536	3504304	1295564	2592305	2465132	2610662	1141524	2159782	865372	     0	     0	491919	978611	     0	     0		
sp|Q13421|MSLN_HUMAN	Q13421	MSLN_HUMAN	MSLN	630	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Mesothelin 	1.0000	0.9987	2	4	4	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	     0	     0	     0	     0	     0	     0	506284	301704	344083	     0	     0	     0	     0	     0	     0	     0	190730	     0		
sp|Q13442|HAP28_HUMAN	Q13442	HAP28_HUMAN	PDAP1	181	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	28 kDa heat- and acid-stable phosphoprotein 	1.0000	0.9990	5	54	54	54	5	4	5	4	3	4	2	2	1	2	4	3	4	4	3	1	2	1	2115796	920450	1072234	2112222	1165571	735618	961188	475112	351785	1490802	1507135	1038169	1363026	795404	820226	131493	510875	374553		
sp|Q13443|ADAM9_HUMAN	Q13443	ADAM9_HUMAN	ADAM9	819	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 9 	1.0000	0.9990	5	49	49	49	5	4	6	5	3	4	1	1	0	3	3	3	3	4	2	1	1	0	2242407	1187066	1386617	1806721	1423202	963685	612564	288269	     0	1324656	1131723	1126276	1573262	1062737	1061677	514563	319178	     0		
sp|Q13561|DCTN2_HUMAN	Q13561	DCTN2_HUMAN	DCTN2	401	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Dynactin subunit 2 	1.0000	0.9990	2	18	18	18	2	2	2	0	1	1	1	1	0	1	1	1	2	2	1	0	0	0	566464	367087	438278	     0	     0	122352	1145716	5303296	     0	270092	     0	172946	897017	493366	245711	     0	     0	     0		
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	CD166 antigen 	1.0000	0.9990	10	75	75	75	6	7	6	7	5	4	0	0	0	7	4	5	7	6	4	3	2	2	2120996	1388014	1388893	2809205	3432112	1725061	     0	     0	     0	2090996	1386120	1199525	4304304	3523085	3334874	1740472	1137966	1212101		
sp|Q13753|LAMC2_HUMAN	Q13753	LAMC2_HUMAN	LAMC2	1193	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Laminin subunit gamma-2 	1.0000	0.9990	6	7	7	7	0	0	0	0	0	0	1	1	0	0	1	0	1	0	3	0	0	0	     0	     0	     0	     0	     0	     0	458032	224954	     0	     0	222782	     0	255657	     0	295779	     0	     0	     0		
sp|Q13813|SPTN1_HUMAN	Q13813	SPTN1_HUMAN	SPTAN1	2472	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Spectrin alpha chain, non-erythrocytic 1 	1.0000	0.9990	59	333	333	333	24	24	27	32	24	22	5	2	1	28	25	23	36	23	27	5	2	3	4967447	2776707	3394153	3252024	2870278	2195514	3353046	1131634	646829	3362944	3565033	2995859	4053829	3094774	2947356	2118088	956883	1557023		
sp|Q13838|DX39B_HUMAN	Q13838	DX39B_HUMAN	DDX39B	428	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Spliceosome RNA helicase DDX39B 	1.0000	0.9990	9	75	40	75	3	4	3	3	3	5	4	5	4	5	5	8	4	5	7	2	2	3	1313523	822842	1053376	1475396	1848162	1749809	5828478	3362128	3625828	3031341	2794418	2833591	2271567	2502940	2709280	1246582	730565	1813499		
sp|Q14011|CIRBP_HUMAN	Q14011	CIRBP_HUMAN	CIRBP	172	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cold-inducible RNA-binding protein 	1.0000	0.9990	3	54	54	54	4	5	3	5	5	3	0	0	0	6	4	5	5	4	5	0	0	0	3540372	2439016	1490124	2445460	2348670	1061045	     0	     0	     0	3165178	3330369	2764157	3723193	2398955	2683666	     0	     0	     0		
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Coactosin-like protein 	1.0000	0.9990	5	35	35	35	5	2	3	4	2	4	0	0	2	1	3	2	2	2	2	1	0	0	2155443	1010597	875677	3578066	734695	1520148	     0	     0	2120926	1196552	3327114	1722198	2444575	1867236	2065394	410637	     0	     0		
